"","Year","Period","State","State ANSI","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES"
"952",2017,"OCT THRU DEC","OKLAHOMA","40",40,46000,NA,100,NA,0,NA,0,0.5,0.2,1,NA,0,3700
"953",2017,"OCT THRU DEC","OREGON","41",70,94000,NA,10000,11,28,3.9,14.2,23.3,1.8,50.6,18500,20,94000
"954",2017,"OCT THRU DEC","OTHER STATES",NA,150,6970,NA,360,5,3,1,2.2,1.7,2.4,11.5,240,3,6070
"955",2017,"OCT THRU DEC","PENNSYLVANIA","42",2500,24000,NA,5500,23,1,2.9,6.9,5.4,2.3,44.7,1100,5,24000
"956",2017,"OCT THRU DEC","SOUTH CAROLINA","45",1300,15000,NA,2000,13,14.6,1.9,0.2,19.4,1.9,31.6,750,5,12500
"957",2017,"OCT THRU DEC","SOUTH DAKOTA","46",0,111000,NA,6500,6,4.1,7.5,4.4,0.1,2.7,17.3,NA,0,111000
"958",2017,"OCT THRU DEC","TENNESSEE","47",230,10500,NA,1300,12,0.2,7.5,2,18.9,15.3,22.8,320,3,8500
"959",2017,"OCT THRU DEC","TEXAS","48",3200,285000,NA,20000,7,7.1,3.8,2.9,21.4,5.2,33.9,1900,1,127000
"960",2017,"OCT THRU DEC","UTAH","49",480,29000,NA,2000,7,11,9.4,9.2,8.9,19.8,24.3,70,NA,29000
"961",2017,"OCT THRU DEC","VERMONT","50",10,6500,NA,470,7,22.1,5.7,55.2,44.5,1.8,96.6,10,NA,6500
"962",2017,"OCT THRU DEC","VIRGINIA","51",300,9500,NA,1100,12,1.3,6.9,7.5,20.6,3.9,20.9,210,2,9500
"963",2017,"OCT THRU DEC","WASHINGTON","53",2900,72000,NA,4000,6,NA,0.4,0.3,6,0.2,21.7,14000,19,66000
"964",2017,"OCT THRU DEC","WEST VIRGINIA","54",70,8500,NA,1200,14,2.4,7.8,0.1,5.3,3.6,60.1,1600,19,8500
"965",2017,"OCT THRU DEC","WISCONSIN","55",530,55000,NA,8500,15,33.1,15.3,22.8,36.9,15.2,53.1,3000,5,51000
"966",2017,"OCT THRU DEC","WYOMING","56",2500,29000,NA,3500,12,8.4,8.1,5.9,2.4,0.6,38,320,1,28000
"967",2016,"APR THRU JUN","ALABAMA","01",1200,8000,NA,930,12,0.3,4.8,1.7,8.2,5.4,9.6,690,9,8000
"968",2016,"APR THRU JUN","ARIZONA","04",14000,23000,NA,3700,16,17.2,17.4,12,47.5,3.5,26.8,1600,7,22000
"969",2016,"APR THRU JUN","ARKANSAS","05",12000,24000,NA,3400,14,5.5,3.4,0.1,8.5,1.6,84.9,1600,7,24000
"970",2016,"APR THRU JUN","CALIFORNIA","06",240000,1150000,NA,108000,9,11.2,15.3,14.2,14.1,2.6,49.7,185000,16,1110000
"971",2016,"APR THRU JUN","COLORADO","08",9000,29000,NA,1800,6,3.3,2.6,1.4,0.8,0.3,38.7,680,2,9500
"972",2016,"APR THRU JUN","CONNECTICUT","09",390,2500,NA,100,4,0.5,4.4,0.3,0.6,1.2,9.3,60,2,2500
"973",2016,"APR THRU JUN","FLORIDA","12",43000,240000,NA,29000,12,10,10.1,11.6,23.3,2,48.2,21000,9,240000
"974",2016,"APR THRU JUN","GEORGIA","13",17500,111000,NA,11000,10,2,11.7,28.4,28.4,2.7,59.3,3600,3,108000
"975",2016,"APR THRU JUN","HAWAII","15",870,13500,NA,830,6,0,3.2,0.6,38.1,0,35.6,0,0,13500
"976",2016,"APR THRU JUN","IDAHO","16",19000,80000,NA,6000,8,2.7,5.4,3.1,4.8,2.7,21.2,5500,7,60000
"977",2016,"APR THRU JUN","ILLINOIS","17",2200,9000,NA,740,8,2,4.7,3.1,4.4,2.1,11.4,380,4,9000
"978",2016,"APR THRU JUN","INDIANA","18",2700,7000,NA,220,3,0,2.8,2.1,2.9,4.3,12.5,900,13,4300
"979",2016,"APR THRU JUN","IOWA","19",26000,26000,NA,2400,9,18.7,6,0.6,17.8,5.7,23.5,760,3,10500
"980",2016,"APR THRU JUN","KANSAS","20",3000,6000,NA,960,16,2.8,3.7,8.3,11.6,1.8,47.3,900,15,4700
"981",2016,"APR THRU JUN","KENTUCKY","21",2100,6000,NA,450,8,1.7,16,28.4,36.1,3.8,38.9,270,5,5500
"982",2016,"APR THRU JUN","LOUISIANA","22",10000,53000,NA,4300,8,0,1.2,0.3,1.1,0.6,20.7,9500,18,52000
"983",2016,"APR THRU JUN","MAINE","23",510,25000,NA,4200,17,4.3,2.4,31.1,0,27.9,82.7,560,2,3600
"984",2016,"APR THRU JUN","MARYLAND","24",2800,9000,NA,320,4,2.4,3.3,2.9,2.3,0.6,4.2,400,4,8000
"985",2016,"APR THRU JUN","MASSACHUSETTS","25",1100,8500,NA,300,4,0.3,2.3,10.6,10.6,11.9,40.5,440,5,4200
"986",2016,"APR THRU JUN","MICHIGAN","26",13500,103000,NA,7500,7,1.1,11.8,16.5,9.3,1.1,54.1,3200,3,40000
"987",2016,"APR THRU JUN","MINNESOTA","27",24000,126000,NA,13000,10,6.5,8.6,18.2,6,7.6,20.8,4200,3,27000
"988",2016,"APR THRU JUN","MISSISSIPPI","28",9000,90000,NA,3700,4,1.2,1.2,2.7,2.3,0.1,12.3,61000,68,85000
"989",2016,"APR THRU JUN","MISSOURI","29",1800,12500,NA,770,6,0.7,1.6,0.1,1.6,1.2,17.2,730,6,12000
"990",2016,"APR THRU JUN","MONTANA","30",25000,157000,NA,7000,4,4.5,6.9,3.9,7.1,0.2,30.3,13500,9,62000
"991",2016,"APR THRU JUN","NEBRASKA","31",8000,43000,NA,6000,14,1,1.1,3.8,0.1,3.5,6.1,28000,65,19500
"992",2016,"APR THRU JUN","NEW JERSEY","34",1900,18000,NA,1500,8,0.2,0.2,0,0.9,0.3,11.9,110,1,4200
"993",2016,"APR THRU JUN","NEW MEXICO","35",2700,6500,NA,1400,22,12.1,8.2,2.5,0.3,0,59.1,100,2,6500
"994",2016,"APR THRU JUN","NEW YORK","36",13500,46000,NA,4000,9,0.9,4.1,11.7,3.1,3.8,20.4,1500,3,31000
"995",2016,"APR THRU JUN","NORTH CAROLINA","37",10000,24000,NA,1600,7,4.7,8.3,33.8,23.5,41.7,51.8,550,2,23000
"996",2016,"APR THRU JUN","NORTH DAKOTA","38",23000,530000,NA,27000,5,2.1,3.6,1.1,3.7,0.2,16.2,95000,18,110000
"997",2016,"APR THRU JUN","OHIO","39",6000,16500,NA,1700,10,0.6,2.9,18.3,2.2,1.4,10.6,1100,7,14000
"998",2016,"APR THRU JUN","OKLAHOMA","40",4000,13000,NA,310,2,0.2,0.6,1.2,2.8,0.4,51.8,10000,77,12000
"999",2016,"APR THRU JUN","OREGON","41",19000,132000,NA,4300,3,9.9,16.7,2.6,14.5,6,52.7,16000,12,77000
"1000",2016,"APR THRU JUN","OTHER STATES",NA,3270,15530,NA,1070,7,0,0.6,0.8,0.2,5.4,7.6,270,2,7970
"1001",2016,"APR THRU JUN","PENNSYLVANIA","42",6500,14000,NA,1300,9,2.4,4.6,3.6,3.9,0.9,18.7,1100,8,11000
"1002",2016,"APR THRU JUN","SOUTH CAROLINA","45",2200,13500,NA,1300,10,1,14.3,35.8,36.6,1.3,51.3,410,3,12500
"1003",2016,"APR THRU JUN","SOUTH DAKOTA","46",15000,182000,NA,11000,6,1.7,15.4,5.1,6.6,0.1,32.4,13000,7,51000
"1004",2016,"APR THRU JUN","TENNESSEE","47",3900,8000,NA,580,7,0.1,9.1,0.4,22.7,2.6,40.9,200,3,8000
"1005",2016,"APR THRU JUN","TEXAS","48",74000,350000,NA,36000,10,7.5,7.4,2.4,9,3.7,26.1,54000,15,340000
"1006",2016,"APR THRU JUN","UTAH","49",12000,25000,NA,4800,19,1.8,3.4,7.3,0.1,0.8,23,7000,28,14500
"1007",2016,"APR THRU JUN","VERMONT","50",480,6500,NA,20,0,0.1,0.3,0,0.1,0.1,2.6,30,1,5000
"1008",2016,"APR THRU JUN","VIRGINIA","51",2200,6500,NA,230,4,6.8,7.3,6,4.2,2.9,23.1,480,7,6000
"1009",2016,"APR THRU JUN","WASHINGTON","53",21000,143000,NA,6000,4,3.3,11.1,3.1,11.4,0.6,40.9,11500,8,91000
"1010",2016,"APR THRU JUN","WEST VIRGINIA","54",2600,7000,NA,990,14,4.2,14.7,0,0.8,0.7,20.1,160,2,7000
"1011",2016,"APR THRU JUN","WISCONSIN","55",17500,78000,NA,5500,7,12.8,14.9,12.6,3.7,10.5,23.4,3600,5,18500
"1012",2016,"APR THRU JUN","WYOMING","56",7500,27000,NA,2600,10,1.2,2.5,0.6,2.6,0.8,7.1,580,2,6500
"1013",2016,"JAN THRU MAR","ALABAMA","01",2100,7500,NA,1700,23,4.3,2.4,8.1,22,11.3,24.2,90,1,7500
"1014",2016,"JAN THRU MAR","ARIZONA","04",3500,30000,NA,4700,16,0,6.5,7.7,2.8,7.2,33.8,150,1,30000
"1015",2016,"JAN THRU MAR","ARKANSAS","05",5000,27000,NA,5000,19,0,1.9,0.5,6.9,8.1,57.4,1100,4,27000
"1016",2016,"JAN THRU MAR","CALIFORNIA","06",210000,1410000,NA,2e+05,14,9,8.4,13.5,15.2,4.4,38.1,139000,10,1130000
"1017",2016,"JAN THRU MAR","COLORADO","08",1700,8500,NA,750,9,0.5,2.7,0.2,4.1,0.2,2.9,10,0,5000
"1018",2016,"JAN THRU MAR","CONNECTICUT","09",70,2700,NA,270,10,0.2,7.7,0,0.8,1.7,12.3,10,0,2700
"1019",2016,"JAN THRU MAR","FLORIDA","12",49000,295000,NA,40000,14,0.4,1.8,4.9,5.8,1.4,23.6,15500,5,275000
"1020",2016,"JAN THRU MAR","GEORGIA","13",36000,1e+05,NA,15500,16,2.1,3.2,21.4,7.8,3.9,32.3,3200,3,1e+05
"1021",2016,"JAN THRU MAR","HAWAII","15",570,15000,NA,280,2,0,0.8,0.1,1.5,0,0.3,530,4,15000
"1022",2016,"JAN THRU MAR","IDAHO","16",5500,98000,NA,8500,9,2.1,5.4,5.9,2.3,1.4,31.5,3300,3,91000
"1023",2016,"JAN THRU MAR","ILLINOIS","17",860,9500,NA,1400,15,0.3,4.6,2.6,6.4,8.6,12.4,40,0,8500
"1024",2016,"JAN THRU MAR","INDIANA","18",30,6500,NA,770,12,0.9,7.2,0.3,3.7,5.5,17.4,0,0,6500
"1025",2016,"JAN THRU MAR","IOWA","19",90,13000,NA,2900,22,13.8,24,2.7,14.4,4.8,52.8,0,0,13000
"1026",2016,"JAN THRU MAR","KANSAS","20",1400,5000,NA,1100,22,0.1,2.4,1.1,10,5.4,30.3,100,2,5000
"1027",2016,"JAN THRU MAR","KENTUCKY","21",390,6500,NA,1300,20,0.7,12.5,6.3,9,8.4,23.6,40,1,6500
"1028",2016,"JAN THRU MAR","LOUISIANA","22",9500,55000,NA,11000,20,18.6,12.4,0.4,14.2,1.9,22.8,2600,5,54000
"1029",2016,"JAN THRU MAR","MAINE","23",0,3700,NA,170,5,0.3,0.8,0,0.4,1.4,3.3,0,0,2200
"1030",2016,"JAN THRU MAR","MARYLAND","24",1200,7500,NA,820,11,0,6.7,9.5,0.1,0.7,26.2,10,0,7500
"1031",2016,"JAN THRU MAR","MASSACHUSETTS","25",1200,3000,NA,370,12,0.7,3.1,0,5.2,1.1,10.1,140,5,3000
"1032",2016,"JAN THRU MAR","MICHIGAN","26",2300,42000,NA,5000,12,0,1.3,0.5,0.2,11.3,5.9,80,0,25000
"1033",2016,"JAN THRU MAR","MINNESOTA","27",6000,38000,NA,5500,14,0.2,8,11.6,7,14.5,12.1,0,0,36000
"1034",2016,"JAN THRU MAR","MISSISSIPPI","28",48000,50000,NA,7500,15,0,0.3,3.2,1.6,14.5,13.8,25000,50,21000
"1035",2016,"JAN THRU MAR","MISSOURI","29",5500,10000,NA,1300,13,0.4,4.5,6.2,7,7.3,20.2,420,4,10000
"1036",2016,"JAN THRU MAR","MONTANA","30",24000,65000,NA,900,1,0,0.1,0.5,0,0,0.6,0,0,16500
"1037",2016,"JAN THRU MAR","NEBRASKA","31",510,20000,NA,720,4,0.1,0.8,0.2,0.4,0.6,1.8,0,0,11000
"1038",2016,"JAN THRU MAR","NEW JERSEY","34",80,6000,NA,1000,17,0.2,1.7,0.6,1.1,12,8,20,0,6000
"1039",2016,"JAN THRU MAR","NEW MEXICO","35",1400,6500,NA,1700,26,31.5,1.5,0,0.4,0.3,69,30,1,6000
"1040",2016,"JAN THRU MAR","NEW YORK","36",970,33000,NA,4200,13,1.5,9.5,7.6,5.9,2.6,27.5,600,2,31000
"1041",2016,"JAN THRU MAR","NORTH CAROLINA","37",1100,24000,NA,2600,11,1.9,4,2.7,2.5,2.4,9.5,230,1,18500
"1042",2016,"JAN THRU MAR","NORTH DAKOTA","38",4600,137000,NA,8500,6,0,0.1,0,0,11.7,2.7,0,0,89000
"1043",2016,"JAN THRU MAR","OHIO","39",760,16500,NA,2900,18,0.2,10.2,1.3,4.3,5.3,41.6,50,0,16500
"1044",2016,"JAN THRU MAR","OKLAHOMA","40",4800,13500,NA,3300,24,0,0.9,0.3,1.2,21,4.9,570,4,13500
"1045",2016,"JAN THRU MAR","OREGON","41",3800,92000,NA,2900,3,5.3,2.4,0,15,0.3,20.4,1300,1,68000
"1046",2016,"JAN THRU MAR","OTHER STATES",NA,60,7940,NA,900,11,0.5,8.6,2.1,2.3,0.1,5.5,0,0,7340
"1047",2016,"JAN THRU MAR","PENNSYLVANIA","42",480,12500,NA,2900,23,0.3,5.5,3.8,4.3,4.6,44.8,170,1,12500
"1048",2016,"JAN THRU MAR","SOUTH CAROLINA","45",3200,16500,NA,3500,21,0.6,5.1,2,2.3,4.8,10.7,380,2,16500
"1049",2016,"JAN THRU MAR","SOUTH DAKOTA","46",1600,79000,NA,10500,13,0,0.5,0,0,0.3,0.2,0,0,47000
"1050",2016,"JAN THRU MAR","TENNESSEE","47",180,9000,NA,1700,19,0.2,10.1,3.7,7.1,10.9,19.7,70,1,9000
"1051",2016,"JAN THRU MAR","TEXAS","48",126000,320000,NA,30000,9,2.3,3.7,9.4,9.8,2.5,19.4,49000,15,240000
"1052",2016,"JAN THRU MAR","UTAH","49",1400,14500,NA,1900,13,0.1,1.6,0.4,7,0.5,26.2,50,0,12000
"1053",2016,"JAN THRU MAR","VERMONT","50",0,5500,NA,410,7,0.3,0.5,0,0,1.7,1.3,0,0,5500
"1054",2016,"JAN THRU MAR","VIRGINIA","51",560,6500,NA,1100,17,0,5,0.4,7.3,3.8,32.7,70,1,6500
"1055",2016,"JAN THRU MAR","WASHINGTON","53",5500,146000,NA,13500,9,1.3,1.9,1.7,10.5,5.1,23.3,1200,1,77000
"1056",2016,"JAN THRU MAR","WEST VIRGINIA","54",0,8000,NA,1700,21,1.1,6.9,0.6,2.9,6.5,21.9,0,0,6500
"1057",2016,"JAN THRU MAR","WISCONSIN","55",530,21000,NA,3100,15,1.1,10.8,13.4,1.6,10.4,24.2,0,0,20000
"1058",2016,"JAN THRU MAR","WYOMING","56",440,6500,NA,340,5,0.2,0.8,2.5,0.4,1.3,0,0,0,2700
"1059",2016,"JUL THRU SEP","ALABAMA","01",440,8000,NA,1200,15,0,3.2,3.8,42,13.8,11.7,50,1,8000
"1060",2016,"JUL THRU SEP","ARIZONA","04",3200,32000,NA,6000,19,0.9,13.4,13.5,1,8.9,41.7,2600,8,30000
"1061",2016,"JUL THRU SEP","ARKANSAS","05",270,32000,NA,1500,5,0.4,2.7,7.9,9,0.3,80.7,60,0,32000
"1062",2016,"JUL THRU SEP","CALIFORNIA","06",33000,820000,NA,82000,10,8.5,10.4,18.8,17.8,6.9,42.2,78000,10,740000
"1063",2016,"JUL THRU SEP","COLORADO","08",1100,37000,NA,6500,18,16.8,10.6,24.6,22.4,0.1,49.3,740,2,33000
"1064",2016,"JUL THRU SEP","CONNECTICUT","09",890,3100,NA,270,9,0,5,0.2,1.6,0.8,18.8,180,6,3100
"1065",2016,"JUL THRU SEP","FLORIDA","12",62000,220000,NA,25000,11,2.7,8.5,9.9,23.4,1.8,45.1,14500,7,2e+05
"1066",2016,"JUL THRU SEP","GEORGIA","13",12500,103000,NA,13000,13,2.4,7.6,12.1,16.4,4.5,30.7,2300,2,102000
"1067",2016,"JUL THRU SEP","HAWAII","15",430,13500,NA,600,4,0.1,0,0.8,75.3,0,67.8,820,6,13500
"1068",2016,"JUL THRU SEP","IDAHO","16",1900,131000,NA,13000,10,4.5,6,7.6,4.7,3.3,25.3,2800,2,79000
"1069",2016,"JUL THRU SEP","ILLINOIS","17",850,11000,NA,1300,12,0.7,2.9,4.3,7.9,1.6,17.4,310,3,11000
"1070",2016,"JUL THRU SEP","INDIANA","18",450,9500,NA,600,6,1.2,2.5,0.6,12.4,1.2,50.4,550,6,9500
"1071",2016,"JUL THRU SEP","IOWA","19",10500,50000,NA,5500,11,0.8,2.4,16.7,3.4,5.6,32.6,2400,5,50000
"1072",2016,"JUL THRU SEP","KANSAS","20",310,8000,NA,2600,33,14.1,4.5,29.1,25.5,2.6,42.8,190,2,8000
"1073",2016,"JUL THRU SEP","KENTUCKY","21",900,7500,NA,1000,13,0.9,7.4,11.5,25.7,4.5,42.3,230,3,7500
"1074",2016,"JUL THRU SEP","LOUISIANA","22",2600,60000,NA,7000,12,0,9.6,1.6,26.1,0.7,39.5,2100,4,51000
"1075",2016,"JUL THRU SEP","MAINE","23",240,5500,NA,420,8,0.2,0.6,0,0.1,0,9.3,140,3,5500
"1076",2016,"JUL THRU SEP","MARYLAND","24",400,7000,NA,200,3,0.1,0.6,0.7,4.8,1.6,10.8,20,0,7000
"1077",2016,"JUL THRU SEP","MASSACHUSETTS","25",450,9500,NA,530,6,6.8,3.4,0.1,8.7,7.9,14.1,40,0,9500
"1078",2016,"JUL THRU SEP","MICHIGAN","26",11000,108000,NA,15000,14,0.3,6.5,9.1,25.1,2.7,64.1,9500,9,108000
"1079",2016,"JUL THRU SEP","MINNESOTA","27",1300,138000,NA,26000,19,6.2,17.8,22.4,14.6,8.9,47.2,1900,1,132000
"1080",2016,"JUL THRU SEP","MISSISSIPPI","28",750,20000,NA,3300,17,1.6,5,1.8,3.5,4.7,27.5,740,4,19000
"1081",2016,"JUL THRU SEP","MISSOURI","29",480,13500,NA,650,5,1,3.1,0.1,7.7,0.7,13.3,170,1,13500
"1082",2016,"JUL THRU SEP","MONTANA","30",4100,158000,NA,11500,7,7,6.1,6.9,8.8,1.4,41.9,6500,4,147000
"1083",2016,"JUL THRU SEP","NEBRASKA","31",390,47000,NA,8500,18,0.1,1.6,10.2,1.6,0.1,20.4,27000,57,45000
"1084",2016,"JUL THRU SEP","NEW JERSEY","34",120,18000,NA,270,2,1.2,1.3,8.5,7.1,0.3,20.2,80,0,18000
"1085",2016,"JUL THRU SEP","NEW MEXICO","35",2000,6500,NA,1100,17,55.2,1.7,24.1,55.4,0.7,59.5,1000,15,6500
"1086",2016,"JUL THRU SEP","NEW YORK","36",1900,56000,NA,10000,18,5.5,24.7,5.2,9,2.6,37.4,800,1,56000
"1087",2016,"JUL THRU SEP","NORTH CAROLINA","37",1400,25000,NA,1400,6,0.1,13.4,2.9,13.4,3,27.8,1200,5,25000
"1088",2016,"JUL THRU SEP","NORTH DAKOTA","38",25000,550000,NA,71000,13,6.3,9.9,12.9,11.8,3.1,38,104000,19,510000
"1089",2016,"JUL THRU SEP","OHIO","39",980,21000,NA,1600,8,2.3,3.6,2.9,10.6,3.2,60.6,630,3,21000
"1090",2016,"JUL THRU SEP","OKLAHOMA","40",30,3700,NA,560,15,0.3,1.4,0.7,6.5,21.8,7.5,30,1,3700
"1091",2016,"JUL THRU SEP","OREGON","41",2900,112000,NA,7500,7,12.5,5.1,9.6,18.5,1.5,52.9,4300,4,107000
"1092",2016,"JUL THRU SEP","OTHER STATES",NA,1690,11890,NA,1920,16,0.5,2.3,0,1.6,9.8,7.8,430,4,11880
"1093",2016,"JUL THRU SEP","PENNSYLVANIA","42",680,22000,NA,1300,6,1.6,2.8,4.3,7.7,1.2,27.3,780,4,19000
"1094",2016,"JUL THRU SEP","SOUTH CAROLINA","45",990,13500,NA,920,7,0.1,2.6,2.6,18.8,1.9,20.4,50,0,13000
"1095",2016,"JUL THRU SEP","SOUTH DAKOTA","46",4200,191000,NA,25000,13,14.2,4.6,22.7,19.5,2.8,48.8,9500,5,178000
"1096",2016,"JUL THRU SEP","TENNESSEE","47",340,10000,NA,950,10,1.3,6.2,2.4,23.1,2,22.5,290,3,10000
"1097",2016,"JUL THRU SEP","TEXAS","48",12500,143000,NA,12000,8,1.7,3.7,31.4,11.4,4.1,47.2,810,1,129000
"1098",2016,"JUL THRU SEP","UTAH","49",1200,33000,NA,3200,10,0.6,2.5,21.8,20.2,1.7,32.1,120,0,27000
"1099",2016,"JUL THRU SEP","VERMONT","50",170,6500,NA,400,6,1.7,2.4,0,8,0.8,5.6,50,1,6500
"1100",2016,"JUL THRU SEP","VIRGINIA","51",460,8000,NA,810,10,1.1,5.3,2.3,24.1,3.6,39.1,360,5,8000
"1101",2016,"JUL THRU SEP","WASHINGTON","53",7500,74000,NA,5000,7,0.9,4.3,19.1,1.4,0.1,65.2,2000,3,57000
"1102",2016,"JUL THRU SEP","WEST VIRGINIA","54",130,7500,NA,190,3,3.6,8.1,0.1,7.1,0.4,41.5,220,3,7500
"1103",2016,"JUL THRU SEP","WISCONSIN","55",880,75000,NA,12000,16,10.8,5.1,15.8,13.6,11.1,31.5,640,1,71000
"1104",2016,"JUL THRU SEP","WYOMING","56",1800,40000,NA,7000,18,0.5,3.4,2.6,3.1,0.3,38.6,1000,3,32000
"1105",2016,"OCT THRU DEC","ALABAMA","01",50,7000,NA,610,9,0.2,6.7,2.4,9.9,3.3,12.3,10,0,7000
"1106",2016,"OCT THRU DEC","ARIZONA","04",4600,31000,NA,6500,21,2.3,4.3,6.5,15.5,3.2,98.8,3100,10,29000
"1107",2016,"OCT THRU DEC","ARKANSAS","05",20,28000,NA,2500,9,0,1.1,1.3,4.8,3.3,21.1,10,0,28000
"1108",2016,"OCT THRU DEC","CALIFORNIA","06",40000,1330000,NA,205000,15,8,9.6,9.1,13.7,3.5,41.9,35000,3,770000
"1109",2016,"OCT THRU DEC","COLORADO","08",2500,30000,NA,4500,15,0.1,13,3.1,1.3,0.1,32.4,0,0,30000
"1110",2016,"OCT THRU DEC","CONNECTICUT","09",0,3100,NA,240,8,1.1,5.8,1,6.6,3.2,14.7,0,0,3100
"1111",2016,"OCT THRU DEC","FLORIDA","12",31000,3e+05,NA,41000,14,7.7,13.6,17,27.1,6.5,30.9,11500,4,255000
"1112",2016,"OCT THRU DEC","GEORGIA","13",12000,112000,NA,11000,10,3.7,4.1,7.6,8.6,2.5,43.6,450,0,96000
"1113",2016,"OCT THRU DEC","HAWAII","15",60,13500,NA,970,7,0,0.2,0.1,40.8,0.1,39.9,840,6,13500
"1114",2016,"OCT THRU DEC","IDAHO","16",5000,143000,NA,15500,11,4.8,4.2,0.2,0.8,3,31.9,420,0,121000
"1115",2016,"OCT THRU DEC","ILLINOIS","17",0,9000,NA,720,8,1.2,3.9,5.6,11.7,4.8,27.8,0,0,9000
"1116",2016,"OCT THRU DEC","INDIANA","18",20,7500,NA,1200,16,0.2,1,1.4,9.6,3.8,28.2,0,0,7500
"1117",2016,"OCT THRU DEC","IOWA","19",0,54000,NA,4700,9,8.9,11.4,9,9.8,6.3,18.7,20,0,54000
"1118",2016,"OCT THRU DEC","KANSAS","20",200,5000,NA,1300,26,0.3,5.1,3.1,8.3,1.4,29.2,0,0,5000
"1119",2016,"OCT THRU DEC","KENTUCKY","21",60,7500,NA,950,13,3.3,10.3,3,22.3,5.7,48.2,80,1,7500
"1120",2016,"OCT THRU DEC","LOUISIANA","22",250,57000,NA,2000,4,1,0.7,0.1,1,1.2,2.9,340,1,48000
"1121",2016,"OCT THRU DEC","MAINE","23",0,3500,NA,280,8,0.1,5.8,0,0.8,0.1,10.7,0,0,3500
"1122",2016,"OCT THRU DEC","MARYLAND","24",20,9500,NA,500,5,4.5,5.8,4.6,8.3,0.6,23.8,30,0,7500
"1123",2016,"OCT THRU DEC","MASSACHUSETTS","25",0,8000,NA,740,9,0.4,0.7,0.4,2.6,4.2,6.1,0,0,8000
"1124",2016,"OCT THRU DEC","MICHIGAN","26",10,101000,NA,12500,12,0.1,4,2.7,1.5,0.6,23.9,130,0,101000
"1125",2016,"OCT THRU DEC","MINNESOTA","27",0,114000,NA,13500,12,3.1,5,17.6,7.7,8.9,27.5,0,0,113000
"1126",2016,"OCT THRU DEC","MISSISSIPPI","28",330,30000,NA,2400,8,0.1,2.1,0,6,2.8,21.9,60,0,17500
"1127",2016,"OCT THRU DEC","MISSOURI","29",1400,9000,NA,590,7,0.2,1.5,0,12.6,0.7,16.1,640,7,9000
"1128",2016,"OCT THRU DEC","MONTANA","30",2700,124000,NA,16000,13,32.9,33.3,13.7,39.4,33.1,59.1,0,0,124000
"1129",2016,"OCT THRU DEC","NEBRASKA","31",190,37000,NA,4300,12,0.2,0.4,1.2,1.4,1.5,10.5,0,0,37000
"1130",2016,"OCT THRU DEC","NEW JERSEY","34",400,12000,NA,340,3,0.4,3.4,1.9,11.3,8.6,28.6,0,0,12000
"1131",2016,"OCT THRU DEC","NEW MEXICO","35",1100,7000,NA,1600,23,7.2,0.8,0,0.3,0.3,46.2,20,0,7000
"1132",2016,"OCT THRU DEC","NEW YORK","36",240,49000,NA,9000,18,3.6,2.2,12.5,2.2,2.1,27.8,130,0,48000
"1133",2016,"OCT THRU DEC","NORTH CAROLINA","37",220,25000,NA,5500,22,1.8,12.5,0,7.7,1.3,24,50,0,25000
"1134",2016,"OCT THRU DEC","NORTH DAKOTA","38",13500,390000,NA,44000,11,1.5,2.6,0.4,7.9,2.2,23.5,2500,1,385000
"1135",2016,"OCT THRU DEC","OHIO","39",20,19500,NA,2100,11,0.8,11.2,4.2,18.1,10.9,42,140,1,19500
"1136",2016,"OCT THRU DEC","OKLAHOMA","40",120,44000,NA,2700,6,0,0.1,0.1,0.5,0.7,4.9,30,0,3100
"1137",2016,"OCT THRU DEC","OREGON","41",1500,124000,NA,9500,8,13,2.6,2.8,2.8,1.3,25.5,1000,1,98000
"1138",2016,"OCT THRU DEC","OTHER STATES",NA,20,6460,NA,580,9,9.3,2.3,9.6,9.3,1.4,24.1,0,0,6360
"1139",2016,"OCT THRU DEC","PENNSYLVANIA","42",120,21000,NA,3100,15,1,4.9,2.8,2.6,3.1,18.7,180,1,21000
