"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","Year","Period","State"
"27,000",1994,"MARKETING YEAR","OHIO"
"5,000",1994,"MARKETING YEAR","OKLAHOMA"
"50,000",1994,"MARKETING YEAR","OREGON"
"6,000",1994,"MARKETING YEAR","OTHER STATES"
"27,000",1994,"MARKETING YEAR","PENNSYLVANIA"
"10,000",1994,"MARKETING YEAR","SOUTH CAROLINA"
"260,000",1994,"MARKETING YEAR","SOUTH DAKOTA"
"6,000",1994,"MARKETING YEAR","TENNESSEE"
"103,000",1994,"MARKETING YEAR","TEXAS"
"43,000",1994,"MARKETING YEAR","UTAH"
"5,000",1994,"MARKETING YEAR","VERMONT"
"11,000",1994,"MARKETING YEAR","VIRGINIA"
"60,000",1994,"MARKETING YEAR","WASHINGTON"
"20,000",1994,"MARKETING YEAR","WEST VIRGINIA"
"75,000",1994,"MARKETING YEAR","WISCONSIN"
"46,000",1994,"MARKETING YEAR","WYOMING"
"19,000",1993,"MARKETING YEAR","ALABAMA"
"55,000",1993,"MARKETING YEAR","ARIZONA"
"50,000",1993,"MARKETING YEAR","ARKANSAS"
"500,000",1993,"MARKETING YEAR","CALIFORNIA"
"53,000",1993,"MARKETING YEAR","COLORADO"
"200,000",1993,"MARKETING YEAR","FLORIDA"
"80,000",1993,"MARKETING YEAR","GEORGIA"
"9,000",1993,"MARKETING YEAR","HAWAII"
"133,000",1993,"MARKETING YEAR","IDAHO"
"15,000",1993,"MARKETING YEAR","ILLINOIS"
"12,000",1993,"MARKETING YEAR","INDIANA"
"56,000",1993,"MARKETING YEAR","IOWA"
"23,000",1993,"MARKETING YEAR","KANSAS"
"4,000",1993,"MARKETING YEAR","KENTUCKY"
"47,000",1993,"MARKETING YEAR","LOUISIANA"
"13,000",1993,"MARKETING YEAR","MAINE"
"7,000",1993,"MARKETING YEAR","MARYLAND"
"90,000",1993,"MARKETING YEAR","MICHIGAN"
"180,000",1993,"MARKETING YEAR","MINNESOTA"
"17,000",1993,"MARKETING YEAR","MISSISSIPPI"
"24,000",1993,"MARKETING YEAR","MISSOURI"
"95,000",1993,"MARKETING YEAR","MONTANA"
"83,000",1993,"MARKETING YEAR","NEBRASKA"
"14,000",1993,"MARKETING YEAR","NEVADA"
"11,000",1993,"MARKETING YEAR","NEW JERSEY"
"18,000",1993,"MARKETING YEAR","NEW MEXICO"
"65,000",1993,"MARKETING YEAR","NEW YORK"
"15,000",1993,"MARKETING YEAR","NORTH CAROLINA"
"220,000",1993,"MARKETING YEAR","NORTH DAKOTA"
"30,000",1993,"MARKETING YEAR","OHIO"
"6,000",1993,"MARKETING YEAR","OKLAHOMA"
"53,000",1993,"MARKETING YEAR","OREGON"
"9,000",1993,"MARKETING YEAR","OTHER STATES"
"28,000",1993,"MARKETING YEAR","PENNSYLVANIA"
"11,000",1993,"MARKETING YEAR","SOUTH CAROLINA"
"245,000",1993,"MARKETING YEAR","SOUTH DAKOTA"
"8,000",1993,"MARKETING YEAR","TENNESSEE"
"105,000",1993,"MARKETING YEAR","TEXAS"
"42,000",1993,"MARKETING YEAR","UTAH"
"6,000",1993,"MARKETING YEAR","VERMONT"
"10,000",1993,"MARKETING YEAR","VIRGINIA"
"60,000",1993,"MARKETING YEAR","WASHINGTON"
"20,000",1993,"MARKETING YEAR","WEST VIRGINIA"
"100,000",1993,"MARKETING YEAR","WISCONSIN"
"34,000",1993,"MARKETING YEAR","WYOMING"
"25,000",1992,"MARKETING YEAR","ALABAMA"
"70,000",1992,"MARKETING YEAR","ARIZONA"
"45,000",1992,"MARKETING YEAR","ARKANSAS"
"490,000",1992,"MARKETING YEAR","CALIFORNIA"
"52,000",1992,"MARKETING YEAR","COLORADO"
"220,000",1992,"MARKETING YEAR","FLORIDA"
"85,000",1992,"MARKETING YEAR","GEORGIA"
"9,000",1992,"MARKETING YEAR","HAWAII"
"135,000",1992,"MARKETING YEAR","IDAHO"
"16,000",1992,"MARKETING YEAR","ILLINOIS"
"15,000",1992,"MARKETING YEAR","INDIANA"
"65,000",1992,"MARKETING YEAR","IOWA"
"28,000",1992,"MARKETING YEAR","KANSAS"
"4,000",1992,"MARKETING YEAR","KENTUCKY"
"45,000",1992,"MARKETING YEAR","LOUISIANA"
"15,000",1992,"MARKETING YEAR","MAINE"
"6,000",1992,"MARKETING YEAR","MARYLAND"
"95,000",1992,"MARKETING YEAR","MICHIGAN"
"190,000",1992,"MARKETING YEAR","MINNESOTA"
"25,000",1992,"MARKETING YEAR","MISSISSIPPI"
"25,000",1992,"MARKETING YEAR","MISSOURI"
"87,000",1992,"MARKETING YEAR","MONTANA"
"96,000",1992,"MARKETING YEAR","NEBRASKA"
"15,000",1992,"MARKETING YEAR","NEVADA"
"8,000",1992,"MARKETING YEAR","NEW JERSEY"
"18,000",1992,"MARKETING YEAR","NEW MEXICO"
"70,000",1992,"MARKETING YEAR","NEW YORK"
"15,000",1992,"MARKETING YEAR","NORTH CAROLINA"
"240,000",1992,"MARKETING YEAR","NORTH DAKOTA"
"38,000",1992,"MARKETING YEAR","OHIO"
"9,000",1992,"MARKETING YEAR","OKLAHOMA"
"52,000",1992,"MARKETING YEAR","OREGON"
"9,000",1992,"MARKETING YEAR","OTHER STATES"
"30,000",1992,"MARKETING YEAR","PENNSYLVANIA"
"11,000",1992,"MARKETING YEAR","SOUTH CAROLINA"
"240,000",1992,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",1992,"MARKETING YEAR","TENNESSEE"
"125,000",1992,"MARKETING YEAR","TEXAS"
"47,000",1992,"MARKETING YEAR","UTAH"
"6,000",1992,"MARKETING YEAR","VERMONT"
"13,000",1992,"MARKETING YEAR","VIRGINIA"
"80,000",1992,"MARKETING YEAR","WASHINGTON"
"23,000",1992,"MARKETING YEAR","WEST VIRGINIA"
"105,000",1992,"MARKETING YEAR","WISCONSIN"
"41,000",1992,"MARKETING YEAR","WYOMING"
"23,000",1991,"MARKETING YEAR","ALABAMA"
"75,000",1991,"MARKETING YEAR","ARIZONA"
"47,000",1991,"MARKETING YEAR","ARKANSAS"
"550,000",1991,"MARKETING YEAR","CALIFORNIA"
"50,000",1991,"MARKETING YEAR","COLORADO"
"225,000",1991,"MARKETING YEAR","FLORIDA"
"102,000",1991,"MARKETING YEAR","GEORGIA"
"10,000",1991,"MARKETING YEAR","HAWAII"
"140,000",1991,"MARKETING YEAR","IDAHO"
"21,000",1991,"MARKETING YEAR","ILLINOIS"
"21,000",1991,"MARKETING YEAR","INDIANA"
"70,000",1991,"MARKETING YEAR","IOWA"
"35,000",1991,"MARKETING YEAR","KANSAS"
"7,000",1991,"MARKETING YEAR","KENTUCKY"
"40,000",1991,"MARKETING YEAR","LOUISIANA"
"13,000",1991,"MARKETING YEAR","MAINE"
"7,000",1991,"MARKETING YEAR","MARYLAND"
"105,000",1991,"MARKETING YEAR","MICHIGAN"
"180,000",1991,"MARKETING YEAR","MINNESOTA"
"28,000",1991,"MARKETING YEAR","MISSISSIPPI"
"28,000",1991,"MARKETING YEAR","MISSOURI"
"86,000",1991,"MARKETING YEAR","MONTANA"
"108,000",1991,"MARKETING YEAR","NEBRASKA"
"15,000",1991,"MARKETING YEAR","NEVADA"
"11,000",1991,"MARKETING YEAR","NEW JERSEY"
"20,000",1991,"MARKETING YEAR","NEW MEXICO"
"77,000",1991,"MARKETING YEAR","NEW YORK"
"18,000",1991,"MARKETING YEAR","NORTH CAROLINA"
"215,000",1991,"MARKETING YEAR","NORTH DAKOTA"
"48,000",1991,"MARKETING YEAR","OHIO"
"9,000",1991,"MARKETING YEAR","OKLAHOMA"
"56,000",1991,"MARKETING YEAR","OREGON"
"12,000",1991,"MARKETING YEAR","OTHER STATES"
"40,000",1991,"MARKETING YEAR","PENNSYLVANIA"
"11,000",1991,"MARKETING YEAR","SOUTH CAROLINA"
"225,000",1991,"MARKETING YEAR","SOUTH DAKOTA"
"14,000",1991,"MARKETING YEAR","TENNESSEE"
"140,000",1991,"MARKETING YEAR","TEXAS"
"45,000",1991,"MARKETING YEAR","UTAH"
"6,000",1991,"MARKETING YEAR","VERMONT"
"16,000",1991,"MARKETING YEAR","VIRGINIA"
"85,000",1991,"MARKETING YEAR","WASHINGTON"
"26,000",1991,"MARKETING YEAR","WEST VIRGINIA"
"110,000",1991,"MARKETING YEAR","WISCONSIN"
"41,000",1991,"MARKETING YEAR","WYOMING"
"29,000",1990,"MARKETING YEAR","ALABAMA"
"67,000",1990,"MARKETING YEAR","ARIZONA"
"42,000",1990,"MARKETING YEAR","ARKANSAS"
"480,000",1990,"MARKETING YEAR","CALIFORNIA"
"55,000",1990,"MARKETING YEAR","COLORADO"
"2,000",1990,"MARKETING YEAR","CONNECTICUT"
"1,000",1990,"MARKETING YEAR","DELAWARE"
"220,000",1990,"MARKETING YEAR","FLORIDA"
"111,000",1990,"MARKETING YEAR","GEORGIA"
"10,000",1990,"MARKETING YEAR","HAWAII"
"140,000",1990,"MARKETING YEAR","IDAHO"
"23,000",1990,"MARKETING YEAR","ILLINOIS"
"22,000",1990,"MARKETING YEAR","INDIANA"
"70,000",1990,"MARKETING YEAR","IOWA"
"36,000",1990,"MARKETING YEAR","KANSAS"
"8,000",1990,"MARKETING YEAR","KENTUCKY"
"38,000",1990,"MARKETING YEAR","LOUISIANA"
"20,000",1990,"MARKETING YEAR","MAINE"
"7,000",1990,"MARKETING YEAR","MARYLAND"
"15,000",1990,"MARKETING YEAR","MASSACHUSETTS"
"100,000",1990,"MARKETING YEAR","MICHIGAN"
"170,000",1990,"MARKETING YEAR","MINNESOTA"
"24,000",1990,"MARKETING YEAR","MISSISSIPPI"
"30,000",1990,"MARKETING YEAR","MISSOURI"
"98,000",1990,"MARKETING YEAR","MONTANA"
"118,000",1990,"MARKETING YEAR","NEBRASKA"
"17,000",1990,"MARKETING YEAR","NEVADA"
"1,000",1990,"MARKETING YEAR","NEW HAMPSHIRE"
"15,000",1990,"MARKETING YEAR","NEW JERSEY"
"29,000",1990,"MARKETING YEAR","NEW MEXICO"
"81,000",1990,"MARKETING YEAR","NEW YORK"
"20,000",1990,"MARKETING YEAR","NORTH CAROLINA"
"220,000",1990,"MARKETING YEAR","NORTH DAKOTA"
"42,000",1990,"MARKETING YEAR","OHIO"
"9,000",1990,"MARKETING YEAR","OKLAHOMA"
"61,000",1990,"MARKETING YEAR","OREGON"
"41,000",1990,"MARKETING YEAR","PENNSYLVANIA"
"1,000",1990,"MARKETING YEAR","RHODE ISLAND"
"12,000",1990,"MARKETING YEAR","SOUTH CAROLINA"
"245,000",1990,"MARKETING YEAR","SOUTH DAKOTA"
"19,000",1990,"MARKETING YEAR","TENNESSEE"
"140,000",1990,"MARKETING YEAR","TEXAS"
"47,000",1990,"MARKETING YEAR","UTAH"
"6,000",1990,"MARKETING YEAR","VERMONT"
"16,000",1990,"MARKETING YEAR","VIRGINIA"
"80,000",1990,"MARKETING YEAR","WASHINGTON"
"30,000",1990,"MARKETING YEAR","WEST VIRGINIA"
"112,000",1990,"MARKETING YEAR","WISCONSIN"
"40,000",1990,"MARKETING YEAR","WYOMING"
"41,000",1989,"MARKETING YEAR","ALABAMA"
"78,000",1989,"MARKETING YEAR","ARIZONA"
"34,000",1989,"MARKETING YEAR","ARKANSAS"
"620,000",1989,"MARKETING YEAR","CALIFORNIA"
"50,000",1989,"MARKETING YEAR","COLORADO"
"2,000",1989,"MARKETING YEAR","CONNECTICUT"
"1,000",1989,"MARKETING YEAR","DELAWARE"
"250,000",1989,"MARKETING YEAR","FLORIDA"
"116,000",1989,"MARKETING YEAR","GEORGIA"
"9,000",1989,"MARKETING YEAR","HAWAII"
"140,000",1989,"MARKETING YEAR","IDAHO"
"29,000",1989,"MARKETING YEAR","ILLINOIS"
"28,000",1989,"MARKETING YEAR","INDIANA"
"67,000",1989,"MARKETING YEAR","IOWA"
"37,000",1989,"MARKETING YEAR","KANSAS"
"12,000",1989,"MARKETING YEAR","KENTUCKY"
"35,000",1989,"MARKETING YEAR","LOUISIANA"
"17,000",1989,"MARKETING YEAR","MAINE"
"9,000",1989,"MARKETING YEAR","MARYLAND"
"8,000",1989,"MARKETING YEAR","MASSACHUSETTS"
"102,000",1989,"MARKETING YEAR","MICHIGAN"
"165,000",1989,"MARKETING YEAR","MINNESOTA"
"24,000",1989,"MARKETING YEAR","MISSISSIPPI"
"33,000",1989,"MARKETING YEAR","MISSOURI"
"100,000",1989,"MARKETING YEAR","MONTANA"
"119,000",1989,"MARKETING YEAR","NEBRASKA"
"15,000",1989,"MARKETING YEAR","NEVADA"
"1,000",1989,"MARKETING YEAR","NEW HAMPSHIRE"
"25,000",1989,"MARKETING YEAR","NEW JERSEY"
"23,000",1989,"MARKETING YEAR","NEW MEXICO"
"94,000",1989,"MARKETING YEAR","NEW YORK"
"25,000",1989,"MARKETING YEAR","NORTH CAROLINA"
"310,000",1989,"MARKETING YEAR","NORTH DAKOTA"
"53,000",1989,"MARKETING YEAR","OHIO"
"9,000",1989,"MARKETING YEAR","OKLAHOMA"
"63,000",1989,"MARKETING YEAR","OREGON"
"41,000",1989,"MARKETING YEAR","PENNSYLVANIA"
"1,000",1989,"MARKETING YEAR","RHODE ISLAND"
"15,000",1989,"MARKETING YEAR","SOUTH CAROLINA"
"235,000",1989,"MARKETING YEAR","SOUTH DAKOTA"
"25,000",1989,"MARKETING YEAR","TENNESSEE"
"140,000",1989,"MARKETING YEAR","TEXAS"
"47,000",1989,"MARKETING YEAR","UTAH"
"6,000",1989,"MARKETING YEAR","VERMONT"
"23,000",1989,"MARKETING YEAR","VIRGINIA"
"70,000",1989,"MARKETING YEAR","WASHINGTON"
"32,000",1989,"MARKETING YEAR","WEST VIRGINIA"
"108,000",1989,"MARKETING YEAR","WISCONSIN"
"41,000",1989,"MARKETING YEAR","WYOMING"
"42,000",1988,"MARKETING YEAR","ALABAMA"
"80,000",1988,"MARKETING YEAR","ARIZONA"
"34,000",1988,"MARKETING YEAR","ARKANSAS"
"600,000",1988,"MARKETING YEAR","CALIFORNIA"
"48,000",1988,"MARKETING YEAR","COLORADO"
"2,000",1988,"MARKETING YEAR","CONNECTICUT"
"1,000",1988,"MARKETING YEAR","DELAWARE"
"240,000",1988,"MARKETING YEAR","FLORIDA"
"115,000",1988,"MARKETING YEAR","GEORGIA"
"9,000",1988,"MARKETING YEAR","HAWAII"
"127,000",1988,"MARKETING YEAR","IDAHO"
"28,000",1988,"MARKETING YEAR","ILLINOIS"
"29,000",1988,"MARKETING YEAR","INDIANA"
"49,000",1988,"MARKETING YEAR","IOWA"
"42,000",1988,"MARKETING YEAR","KANSAS"
"12,000",1988,"MARKETING YEAR","KENTUCKY"
"38,000",1988,"MARKETING YEAR","LOUISIANA"
"14,000",1988,"MARKETING YEAR","MAINE"
"7,000",1988,"MARKETING YEAR","MARYLAND"
"15,000",1988,"MARKETING YEAR","MASSACHUSETTS"
"95,000",1988,"MARKETING YEAR","MICHIGAN"
"160,000",1988,"MARKETING YEAR","MINNESOTA"
"21,000",1988,"MARKETING YEAR","MISSISSIPPI"
"30,000",1988,"MARKETING YEAR","MISSOURI"
"105,000",1988,"MARKETING YEAR","MONTANA"
"113,000",1988,"MARKETING YEAR","NEBRASKA"
"9,000",1988,"MARKETING YEAR","NEVADA"
"1,000",1988,"MARKETING YEAR","NEW HAMPSHIRE"
"30,000",1988,"MARKETING YEAR","NEW JERSEY"
"21,000",1988,"MARKETING YEAR","NEW MEXICO"
"94,000",1988,"MARKETING YEAR","NEW YORK"
"21,000",1988,"MARKETING YEAR","NORTH CAROLINA"
"250,000",1988,"MARKETING YEAR","NORTH DAKOTA"
"50,000",1988,"MARKETING YEAR","OHIO"
"10,000",1988,"MARKETING YEAR","OKLAHOMA"
"60,000",1988,"MARKETING YEAR","OREGON"
"45,000",1988,"MARKETING YEAR","PENNSYLVANIA"
"1,000",1988,"MARKETING YEAR","RHODE ISLAND"
"14,000",1988,"MARKETING YEAR","SOUTH CAROLINA"
"245,000",1988,"MARKETING YEAR","SOUTH DAKOTA"
"35,000",1988,"MARKETING YEAR","TENNESSEE"
"124,000",1988,"MARKETING YEAR","TEXAS"
"36,000",1988,"MARKETING YEAR","UTAH"
"7,000",1988,"MARKETING YEAR","VERMONT"
"25,000",1988,"MARKETING YEAR","VIRGINIA"
"65,000",1988,"MARKETING YEAR","WASHINGTON"
"30,000",1988,"MARKETING YEAR","WEST VIRGINIA"
"102,000",1988,"MARKETING YEAR","WISCONSIN"
"39,000",1988,"MARKETING YEAR","WYOMING"
"46,000",1987,"MARKETING YEAR","ALABAMA"
"80,000",1987,"MARKETING YEAR","ARIZONA"
"29,000",1987,"MARKETING YEAR","ARKANSAS"
"540,000",1987,"MARKETING YEAR","CALIFORNIA"
"44,000",1987,"MARKETING YEAR","COLORADO"
"2,000",1987,"MARKETING YEAR","CONNECTICUT"
"1,000",1987,"MARKETING YEAR","DELAWARE"
"240,000",1987,"MARKETING YEAR","FLORIDA"
"120,000",1987,"MARKETING YEAR","GEORGIA"
"9,000",1987,"MARKETING YEAR","HAWAII"
"120,000",1987,"MARKETING YEAR","IDAHO"
"28,000",1987,"MARKETING YEAR","ILLINOIS"
"25,000",1987,"MARKETING YEAR","INDIANA"
"44,000",1987,"MARKETING YEAR","IOWA"
"46,000",1987,"MARKETING YEAR","KANSAS"
"14,000",1987,"MARKETING YEAR","KENTUCKY"
"35,000",1987,"MARKETING YEAR","LOUISIANA"
"9,000",1987,"MARKETING YEAR","MAINE"
"7,000",1987,"MARKETING YEAR","MARYLAND"
"11,000",1987,"MARKETING YEAR","MASSACHUSETTS"
"93,000",1987,"MARKETING YEAR","MICHIGAN"
"160,000",1987,"MARKETING YEAR","MINNESOTA"
"19,000",1987,"MARKETING YEAR","MISSISSIPPI"
"30,000",1987,"MARKETING YEAR","MISSOURI"
"95,000",1987,"MARKETING YEAR","MONTANA"
"110,000",1987,"MARKETING YEAR","NEBRASKA"
"11,000",1987,"MARKETING YEAR","NEVADA"
"1,000",1987,"MARKETING YEAR","NEW HAMPSHIRE"
"25,000",1987,"MARKETING YEAR","NEW JERSEY"
"19,000",1987,"MARKETING YEAR","NEW MEXICO"
"90,000",1987,"MARKETING YEAR","NEW YORK"
"20,000",1987,"MARKETING YEAR","NORTH CAROLINA"
"300,000",1987,"MARKETING YEAR","NORTH DAKOTA"
"55,000",1987,"MARKETING YEAR","OHIO"
"10,000",1987,"MARKETING YEAR","OKLAHOMA"
"55,000",1987,"MARKETING YEAR","OREGON"
"48,000",1987,"MARKETING YEAR","PENNSYLVANIA"
"1,000",1987,"MARKETING YEAR","RHODE ISLAND"
"15,000",1987,"MARKETING YEAR","SOUTH CAROLINA"
"260,000",1987,"MARKETING YEAR","SOUTH DAKOTA"
"35,000",1987,"MARKETING YEAR","TENNESSEE"
"120,000",1987,"MARKETING YEAR","TEXAS"
"35,000",1987,"MARKETING YEAR","UTAH"
"7,000",1987,"MARKETING YEAR","VERMONT"
"25,000",1987,"MARKETING YEAR","VIRGINIA"
"75,000",1987,"MARKETING YEAR","WASHINGTON"
"21,000",1987,"MARKETING YEAR","WEST VIRGINIA"
"92,000",1987,"MARKETING YEAR","WISCONSIN"
"39,000",1987,"MARKETING YEAR","WYOMING"
