Column name as written in R Script,Full State name,State abbreviation,Survey Year,Season,"Method of tallying multi-states operations (included in all states, excluded from all states, exlusively multi-states)",Number of valid respondents,Bootstrap replication,Bootstrap method,Bootstrap estimate of the Total Loss (weigthed average),Boostrap-based 95% confidence interval(low) of the weighted average loss,Boostrap-based 95% confidence interval(high) of the weighted average loss,Bootstrap estimate of the Average Loss (unweigthed average),Boostrap-based 95% confidence interval(low) of the unweighted average loss,Boostrap-based 95% confidence interval(high) of the unweighted average loss,Total Loss (weigthed average),glm-based 95% confidence interval(low) of the weighted average loss,glm-based 95% confidence interval(high) of the weighted average loss,Average Loss (unweigthed average),standard deviation of operational losses,standard error of the unweithed average estimate,glm-based 95% confidence interval(low) of the unweighted average loss,glm-based 95% confidence interval(high) of the unweighted average loss,Total number of colonies at the start of the season,"Total number of colonies ""at risk"" (colonies at the start, new colonies added, without colonies sold or given away)",Total number of colonies lost during the season,Total number of colonies alive at the end of the season,Percentage of beekeepers exlusive to the state,Percentage of colonies exclusive to the state
TF_States_TN,Tennessee,TN,2014,Summer,MSO in,94,1000,n-out-of-n,33.88065853,14.42899525,56.73897982,18.9862032,13.57040257,24.93432925,36.83127572,30.13914939,43.88075368,18.93996105,27.31451971,2.817277596,13.41809697,24.46182514,1020,1458,537,921,94.68085106,55.09803922
TF_States_TX,Texas,TX,2014,Summer,MSO in,80,1000,n-out-of-n,25.68999303,13.33533562,47.03066749,17.88364705,13.37376293,23.11278924,23.3540402,18.57599925,28.63456223,17.92487972,23.04798566,2.576843134,12.87426718,22.97549226,117086,169187,39512,129675,75,2.241087747
TF_States_UT,Utah,UT,2014,Summer,MSO in,55,1000,n-out-of-n,15.39851238,7.51528619,27.68965691,16.92830706,10.29560808,24.93628701,15.19476658,12.37437939,18.33470681,17.15109386,26.68614032,3.598358427,10.09831134,24.20387637,4409,10089,1533,8556,83.63636364,4.037196643
TF_States_VT,Vermont,VT,2014,Summer,MSO in,82,1000,n-out-of-n,18.78831496,12.08376755,22.16559952,15.03706552,10.4508773,19.85886885,20.16048144,18.02727796,22.41247049,15.14391566,21.14585574,2.335169119,10.56698419,19.72084713,1317,1994,402,1592,95.12195122,98.17767654
TF_States_VA,Virginia,VA,2014,Summer,MSO in,662,1000,n-out-of-n,23.99508902,12.66702592,31.56378985,15.50760511,13.72889359,17.23721635,28.22234924,27.21584984,29.24357215,15.51970871,24.39365728,0.948086414,13.66145934,17.37795809,16043,20994,5925,15069,98.18731118,23.77360843
TF_States_WA,Washington,WA,2014,Summer,MSO in,123,1000,n-out-of-n,25.05520785,13.35493369,34.19816471,15.0958076,10.89586259,19.6144229,25.19455402,22.82970357,27.66180692,15.14528487,23.11870318,2.084543265,11.05958007,19.23098966,44946,65149,16414,48735,89.43089431,1.610821875
TF_States_WV,West Virginia,WV,2014,Summer,MSO in,65,1000,n-out-of-n,6.552755012,4.344157966,9.272519102,10.45797215,6.496321613,14.86215366,6.418039896,4.270799637,9.133151141,10.43727543,17.7519819,2.201862363,6.121625195,14.75292566,867,1153,74,1079,90.76923077,63.43713956
TF_States_WI,Wisconsin,WI,2014,Summer,MSO in,138,1000,n-out-of-n,21.14025064,12.58508244,28.80993368,12.19872828,8.961282937,15.52550747,22.06720802,19.98201942,24.25101546,12.09007153,19.73882223,1.680280133,8.796722469,15.38342059,37324,46304,10218,36086,85.50724638,3.386560926
TF_States_WY,Wyoming,WY,2014,Summer,MSO in,10,1000,n-out-of-n,9.795906361,2.961779064,27.51825502,8.640153583,3.469194015,14.82708394,9.215962029,4.225946218,16.69043147,8.626799574,9.899586075,3.130523989,2.490972556,14.76262659,14184,22754,2097,20657,40,0.091652566
TF_States_NCUSA,Non Continental USA,NCUSA,2014,Summer,MSO in,67,1000,n-out-of-n,14.28987625,5.059766589,19.43857285,14.83070583,10.39456329,19.46853427,14.51694808,12.79716132,16.35748304,14.6898573,19.45702865,2.377054379,10.03083071,19.34888388,11804,15754,2287,13467,98.50746269,53.40562521
MultiState,MultiStates,MSO,2014,Summer,MSO in,189,1000,n-out-of-n,20.64440332,15.72459461,27.11685649,16.70316389,14.08872292,19.28940169,20.46182657,17.98687201,23.09453167,16.69575062,18.04863426,1.312844963,14.1225745,19.26892675,323358,452291,92547,359744,0,0
TF_States_AL,Alabama,AL,2014,Winter,MSO in,38,1000,n-out-of-n,14.88435368,4.020343185,30.70187357,20.649046,13.89371074,27.65195735,11.22302158,6.249887909,17.9625485,20.76024161,21.35020354,3.463460359,13.9718593,27.54862391,345,695,78,617,94.73684211,74.49275362
TF_States_AK,Alaska,AK,2014,Winter,MSO in,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],21,21,[R],[R],100,100
TF_States_AZ,Arizona,AZ,2014,Winter,MSO in,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],362,362,[R],[R],83.33333333,98.34254144
TF_States_AR,Arkansas,AR,2014,Winter,MSO in,74,1000,n-out-of-n,20.52606914,13.69275919,46.96899891,32.70466954,26.20325503,40.23241344,16.05529553,13.51902624,18.82806797,32.72155567,31.55167351,3.667807544,25.53265288,39.91045846,8676,9187,1475,7712,94.59459459,7.826187183
TF_States_CA,California,CA,2014,Winter,MSO in,293,1000,n-out-of-n,20.65970643,16.65339018,26.01070037,32.42736016,29.0398116,36.01573264,20.64085871,19.02750389,22.31889202,32.30531728,32.65342911,1.907633697,28.56635523,36.04427933,392531,441595,91149,350446,67.91808874,8.885922386
TF_States_CO,Colorado,CO,2014,Winter,MSO in,224,1000,n-out-of-n,22.30617883,17.69258502,33.26817492,35.42008202,30.41206222,40.34945883,17.82175349,17.33259339,18.31802002,35.38467608,38.28528995,2.558043535,30.37091075,40.39844141,68982,69028,12302,56726,97.76785714,1.232205503
TF_States_CT,Connecticut,CT,2014,Winter,MSO in,77,1000,n-out-of-n,39.10260494,24.56214337,52.83782346,48.07195225,39.39636491,56.86369427,39.4451146,33.58569322,45.51461176,48.19465986,39.65382821,4.518973122,39.33747254,57.05184718,816,829,327,502,90.90909091,68.25980392
TF_States_DC,District of Columbia,DC,2014,Winter,MSO in,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],192,191,[R],[R],62.5,9.895833333
TF_States_DE,Delaware,DE,2014,Winter,MSO in,28,1000,n-out-of-n,30.65345835,25.01632406,48.2911985,37.83041403,25.29310699,50.84567962,25.15310857,24.0709339,26.25627721,37.61713694,35.06571346,6.626796954,24.62861491,50.60565897,10160,16165,4066,12099,78.57142857,0.718503937
TF_States_FL,Florida,FL,2014,Winter,MSO in,166,1000,n-out-of-n,20.42644604,13.8265849,26.76966205,25.74874884,21.3337525,30.13999691,20.64762921,18.55948133,22.84540915,25.72894544,28.71258715,2.228528961,21.36102867,30.0968622,51693,67446,13926,53520,81.92771084,7.072524326
TF_States_GA,Georgia,GA,2014,Winter,MSO in,107,1000,n-out-of-n,25.70530714,11.482092,41.55084221,31.85252297,25.53579039,38.66117031,25.94230642,21.91861188,30.25629898,31.81962493,35.4704232,3.429055239,25.09867666,38.5405732,12352,15149,3930,11219,87.85046729,12.37046632
TF_States_ID,Idaho,ID,2014,Winter,MSO in,41,1000,n-out-of-n,13.39777483,10.6744125,16.41690878,25.38703324,18.80089772,32.9070675,13.35881989,11.61704135,15.23892889,25.23431781,25.23877638,3.941634653,17.50871389,32.95992173,96469,101753,13593,88160,60.97560976,8.372637842
TF_States_IL,Illinois,IL,2014,Winter,MSO in,159,1000,n-out-of-n,60.75622041,57.09699103,65.53161991,59.452593,54.20458526,65.28595361,60.45262754,57.42069327,63.43190086,59.56317656,36.06530997,2.860165126,53.95725291,65.16910021,2438,2607,1576,1031,96.22641509,47.49794914
TF_States_IN,Indiana,IN,2014,Winter,MSO in,216,1000,n-out-of-n,41.88053673,17.3857109,69.90694061,64.54097111,59.62164632,68.98077968,33.14527504,28.57064483,37.94280679,64.50329455,35.11678159,2.389394341,59.82008164,69.18650746,3713,4254,1410,2844,96.75925926,49.04389981
TF_States_IA,Iowa,IA,2014,Winter,MSO in,61,1000,n-out-of-n,49.21458815,31.34450423,66.52848447,51.79634599,43.02522773,60.67990087,50.23809524,42.88200425,57.58729402,51.87475234,34.46105494,4.412285954,43.22667187,60.52283281,1257,1260,633,627,96.72131148,83.21400159
TF_States_KS,Kansas,KS,2014,Winter,MSO in,43,1000,n-out-of-n,41.57237976,21.2808642,61.25526685,37.00770232,28.15504825,46.3986163,44.03361345,35.29046119,53.03238609,36.96743836,30.79515931,4.696217768,27.76285154,46.17202519,575,595,262,333,95.34883721,64.52173913
TF_States_KY,Kentucky,KY,2014,Winter,MSO in,112,1000,n-out-of-n,37.1258799,28.46149092,45.33084876,42.34036383,35.44795285,49.2931238,36.84546616,32.43900874,41.40348903,42.31258956,35.34188724,3.339494447,35.76718045,48.85799868,1500,1566,577,989,96.42857143,73
TF_States_LA,Louisiana,LA,2014,Winter,MSO in,22,1000,n-out-of-n,18.14743065,13.33905891,25.59536705,24.15043682,14.15516003,35.83532772,16.02766195,13.74853498,18.4962614,24.46748373,26.63559165,5.678727221,13.33717838,35.59778909,9276,9833,1576,8257,95.45454545,24.53643812
TF_States_ME,Maine,ME,2014,Winter,MSO in,166,1000,n-out-of-n,28.00990501,23.09905166,47.80701504,39.91519326,34.00417513,45.50297427,26.92103721,25.47482329,28.4007063,39.95235263,37.22010385,2.888840317,34.29022561,45.61447966,29096,35827,9645,26182,96.38554217,3.60874347
TF_States_MD,Maryland,MD,2014,Winter,MSO in,192,1000,n-out-of-n,31.51060377,25.34447452,48.87115389,42.31966246,36.8694178,47.73192879,26.66073217,25.23298307,28.12166197,42.20293753,36.74087266,2.65154409,37.00591112,47.39996395,11871,17974,4792,13182,93.22916667,13.36028978
TF_States_MA,Massachusetts,MA,2014,Winter,MSO in,196,1000,n-out-of-n,29.6990202,21.39153057,54.16227985,52.13310605,46.83256342,57.0727529,25.38251939,23.08750499,27.77259398,52.20771319,39.48979968,2.820699977,46.67914123,57.73628514,10490,9542,2422,7120,95.40816327,18.23641563
TF_States_MI,Michigan,MI,2014,Winter,MSO in,460,1000,n-out-of-n,31.6730346,23.76797981,44.59958707,69.53826217,66.60914472,72.65943002,30.61483835,28.60296128,32.67718447,69.48845193,33.34857697,1.554885419,66.44087651,72.53602735,24523,26755,8191,18564,96.95652174,19.69171798
TF_States_MN,Minnesota,MN,2014,Winter,MSO in,140,1000,n-out-of-n,22.54578704,17.27001019,34.06034013,56.24993891,50.15576911,62.60852716,21.26990315,19.38843258,23.23598632,56.27762133,37.47315253,3.16705943,50.07018485,62.48505782,97604,112859,24005,88854,90,2.649481579
TF_States_MS,Mississippi,MS,2014,Winter,MSO in,23,1000,n-out-of-n,22.55119918,18.27647763,29.47659705,26.05174129,17.89969698,36.01904625,20.97551771,18.84316386,23.21957932,26.02657983,22.7890637,4.751848264,16.71295724,35.34020243,85643,105995,22233,83762,65.2173913,0.261550856
TF_States_MO,Missouri,MO,2014,Winter,MSO in,97,1000,n-out-of-n,34.70339593,23.5311089,45.34159867,32.24481096,26.470759,38.38359707,34.41466855,29.66249889,39.38464609,32.27615067,32.01343106,3.250471446,25.90522664,38.64707471,1396,1418,488,930,96.90721649,83.38108883
TF_States_MT,Montana,MT,2014,Winter,MSO in,28,1000,n-out-of-n,13.04280908,4.714624096,19.83763591,24.8178845,13.99315644,36.7735319,12.90960926,10.07264793,16.15242425,24.71173136,31.04774111,5.867471553,13.21148712,36.2119756,28378,29815,3849,25966,75,0.377052646
TF_States_NE,Nebraska,NE,2014,Winter,MSO in,15,1000,n-out-of-n,23.2959358,17.67387102,76.26835317,58.35891831,40.78770739,75.60177829,17.8851735,16.21721622,19.63841397,57.70283311,36.31123338,9.375520143,39.32681363,76.0788526,79237,79250,14174,65076,80,0.122417557
TF_States_NV,Nevada,NV,2014,Winter,MSO in,12,1000,n-out-of-n,35.61679937,26.56512138,57.89578112,38.76479501,22.03465285,56.6862229,32.21574344,23.67637375,41.63509866,38.77051692,34.42241099,9.936894124,19.29420444,58.24682941,625,686,221,465,75,11.68
TF_States_NH,New Hampshire,NH,2014,Winter,MSO in,75,1000,n-out-of-n,53.18944028,45.33013699,63.9201542,56.0155366,47.26634587,64.49925929,52.88640596,46.24073978,59.46433256,56.0276443,38.85990394,4.4871552,47.2328201,64.82246849,531,537,284,253,94.66666667,62.14689266
TF_States_NJ,New Jersey,NJ,2014,Winter,MSO in,197,1000,n-out-of-n,23.32921606,9.934069281,41.79198633,37.86141605,32.83663793,43.01522408,22.74163876,21.14725229,24.39038366,37.83102969,36.10083312,2.572077862,32.78975708,42.8723023,14714,21199,4821,16378,95.93908629,9.032214218
TF_States_NM,New Mexico,NM,2014,Winter,MSO in,23,1000,n-out-of-n,24.59539388,12.26210323,41.34698276,22.9295366,10.2615394,36.62377451,24.40944882,14.20802888,37.03795784,23.12903422,33.0316556,6.887576312,9.629384651,36.62868379,116,127,31,96,100,100
TF_States_NY,New York,NY,2014,Winter,MSO in,211,1000,n-out-of-n,32.4712674,24.52666481,49.13552633,47.85408091,43.34593297,52.5883101,30.35424227,28.17676151,32.5920871,47.94900013,35.2765367,2.428536939,43.18906772,52.70893253,20607,28935,8783,20152,94.31279621,18.31416509
TF_States_NC,North Carolina,NC,2014,Winter,MSO in,368,1000,n-out-of-n,16.88636707,10.82863096,23.52041101,30.51912931,27.03583499,33.87882723,17.14719971,16.39261846,17.91974302,30.46661249,34.42597876,1.794578198,26.94923922,33.98398575,84759,86848,14892,71956,95.38043478,10.2042261
TF_States_ND,North Dakota,ND,2014,Winter,MSO in,31,1000,n-out-of-n,24.24606665,17.03297175,33.68918267,21.06240354,16.38129778,26.76370031,24.66794486,19.50598262,30.3665434,21.25858915,15.10185513,2.712373252,15.94233758,26.57484073,150882,187243,46189,141054,3.225806452,0.001325539
TF_States_OH,Ohio,OH,2014,Winter,MSO in,486,1000,n-out-of-n,39.89307287,27.00554065,60.48042586,54.7914188,51.34780057,58.04910998,31.46674673,29.83216232,33.13251584,54.90286496,37.74463196,1.712131275,51.54708766,58.25864226,13724,19983,6288,13695,97.94238683,25.21859516
TF_States_OK,Oklahoma,OK,2014,Winter,MSO in,34,1000,n-out-of-n,37.87683927,17.73391889,46.62776222,28.87561074,18.1101624,40.20457148,39.76478727,37.10577242,42.46470753,28.93815734,33.50039213,5.745269852,17.67742843,40.19888625,6551,14455,5748,8707,91.17647059,3.663562815
TF_States_OR,Oregon,OR,2014,Winter,MSO in,222,1000,n-out-of-n,17.23343329,10.79695239,25.42206653,38.2203302,32.97420514,43.18587127,16.99757073,15.32225386,18.76524859,38.12400934,38.24936674,2.567129409,33.0924357,43.15558298,50691,54749,9306,45443,92.79279279,10.06884851
TF_States_PA,Pennsylvania,PA,2014,Winter,MSO in,1081,1000,n-out-of-n,33.99821639,26.45296854,48.16027804,50.01445675,47.82619851,52.23518875,31.50149387,30.3821951,32.63528897,50.01755306,38.87095425,1.182258256,47.70032687,52.33477924,23126,31462,9911,21551,98.14986124,31.03865779
TF_States_RI,Rhode Island,RI,2014,Winter,MSO in,24,1000,n-out-of-n,32.30833745,19.79905668,43.69083738,34.47250294,21.50271512,48.93953871,32.85024155,23.69885858,42.97016737,34.32458988,36.50684184,7.451927885,19.71881123,48.93036854,205,207,68,139,70.83333333,38.04878049
TF_States_SC,South Carolina,SC,2014,Winter,MSO in,155,1000,n-out-of-n,28.95878104,23.80842699,37.67277559,29.37351,24.66297625,34.61164781,28.44594595,25.23794141,31.80623747,29.47206477,33.42394682,2.684676013,24.21009978,34.73402975,2313,2960,842,2118,96.12903226,57.58754864
TF_States_SD,South Dakota,SD,2014,Winter,MSO in,17,1000,n-out-of-n,23.80276715,10.11773555,51.07958169,43.38908682,28.8440596,59.05451682,19.8451769,14.4947311,26.03774579,43.30661923,33.61625637,8.15313975,27.32646532,59.28677314,80228,82675,16407,66268,52.94117647,0.043625667
TF_States_TN,Tennessee,TN,2014,Winter,MSO in,102,1000,n-out-of-n,21.30092878,10.86234872,32.95460379,31.93701465,25.36056782,38.43489892,20.42936288,15.95853223,25.44619744,32.04290527,34.54429134,3.42039452,25.33893201,38.74687853,1066,1444,295,1149,95.09803922,81.61350844
TF_States_TX,Texas,TX,2014,Winter,MSO in,82,1000,n-out-of-n,19.31160875,15.3105897,24.7732499,22.55961432,17.373157,28.01896653,18.94203123,16.87227311,21.13420984,22.65257705,25.46913225,2.812595142,17.13989057,28.16526353,125685,148511,28131,120380,76.82926829,1.954091578
TF_States_UT,Utah,UT,2014,Winter,MSO in,61,1000,n-out-of-n,18.36445175,10.4291486,28.88000168,38.7055994,29.88637248,47.41452602,16.2798753,13.56497753,19.26229746,38.72144203,35.8953436,4.595927799,29.71342354,47.72946051,9250,8661,1410,7251,83.60655738,2.605405405
TF_States_VT,Vermont,VT,2014,Winter,MSO in,104,1000,n-out-of-n,42.44191418,37.58895985,47.50701491,47.1066956,39.48933241,54.53274738,42.4135911,39.02645023,45.84893881,47.15945124,39.2273328,3.84655645,39.6202006,54.69870188,1696,1707,724,983,96.15384615,95.93160377
TF_States_VA,Virginia,VA,2014,Winter,MSO in,796,1000,n-out-of-n,28.50327758,25.54089332,35.32704241,35.88739453,33.45946901,38.51579186,26.97668125,25.96758825,28.00188479,35.96445273,36.25804282,1.285132254,33.44559351,38.48331194,15726,22171,5981,16190,98.24120603,35.06295307
TF_States_WA,Washington,WA,2014,Winter,MSO in,161,1000,n-out-of-n,24.25287899,9.729764209,40.92078274,37.82567655,31.99173652,43.6712006,25.89169141,22.72580714,29.23501359,37.90493256,35.99531013,2.836827849,32.34474998,43.46511514,74378,86549,22409,64140,90.0621118,1.676571029
TF_States_WV,West Virginia,WV,2014,Winter,MSO in,75,1000,n-out-of-n,41.85230035,27.745449,59.09208883,42.03532117,34.49511877,49.70202317,41.78974805,34.97253218,48.82351471,41.95594694,35.05946648,4.048318482,34.02124271,49.89065116,1125,1151,481,670,92,67.91111111
TF_States_WI,Wisconsin,WI,2014,Winter,MSO in,183,1000,n-out-of-n,19.64594191,11.25760157,26.59117985,57.71720585,52.40583399,62.88741576,19.93047026,17.60746939,22.39750326,57.69341517,37.65111182,2.783250273,52.23824464,63.14858571,36244,48037,9574,38463,89.07103825,5.934775411
TF_States_WY,Wyoming,WY,2014,Winter,MSO in,11,1000,n-out-of-n,12.27040883,9.171647205,16.18600709,38.22350801,22.14770926,55.83414702,12.05598965,9.645505275,14.78049434,38.17043352,30.42106181,9.17229525,20.19273483,56.14813221,20661,20861,2515,18346,36.36363636,0.096800736
TF_States_NCUSA,Non Continental USA,NCUSA,2014,Winter,MSO in,76,1000,n-out-of-n,13.45921753,4.482519801,24.94417205,14.90981809,9.989124525,20.15478512,13.18319328,11.12961797,15.4353917,15.05810917,23.58892213,2.705834941,9.754672681,20.36154565,13591,14875,1961,12914,98.68421053,48.49532779
MultiState,MultiStates,MSO,2014,Winter,MSO in,210,1000,n-out-of-n,20.69048507,16.85097779,25.75165676,30.40939059,26.67319882,34.04927756,20.69754133,18.80496512,22.67939126,30.42901628,27.19804318,1.876843288,26.75040344,34.10762913,386375,454310,94031,360279,0,0
TF_States_AL,Alabama,AL,2015,Annual,MSO in,28,1000,n-out-of-n,47.63780939,32.15559966,59.5748762,40.84566275,30.69441299,51.44911468,48.01587302,38.56423127,57.56379793,40.63861151,27.05675315,5.113245723,30.61664989,50.66057312,268,504,242,262,96.42857143,98.50746269
TF_States_AK,Alaska,AK,2015,Annual,MSO in,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],5,11,[R],[R],100,100
TF_States_AZ,Arizona,AZ,2015,Annual,MSO in,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],424,1156,[R],[R],88.88888889,62.26415094
TF_States_AR,Arkansas,AR,2015,Annual,MSO in,96,1000,n-out-of-n,47.22650619,35.79359836,53.60032412,36.46187317,31.03416085,42.16906335,48.30805134,45.0361728,51.58963416,36.54753437,30.2827179,3.090716953,30.48972914,42.60533959,1927,3428,1656,1772,93.75,75.86922678
TF_States_CA,California,CA,2015,Annual,MSO in,183,1000,n-out-of-n,38.11608512,31.23902927,44.59206705,37.70789944,33.35220544,41.99659476,38.15602268,35.50885435,40.85092795,37.719042,28.66294757,2.118826053,33.56614294,41.87194107,263882,423823,161714,262109,63.38797814,12.47982053
TF_States_CO,Colorado,CO,2015,Annual,MSO in,178,1000,n-out-of-n,43.2186808,37.84632463,57.26781838,52.62739238,47.29770753,58.31976067,37.98833199,37.4221754,38.55667465,52.61409401,37.45589494,2.807438019,47.11151549,58.11667252,44653,84676,32167,52509,97.75280899,1.408639957
TF_States_CT,Connecticut,CT,2015,Annual,MSO in,56,1000,n-out-of-n,58.13894679,41.19211225,71.18809383,56.64028698,48.07361359,64.49367282,57.2755418,49.79239486,64.54219955,56.6689387,33.72292461,4.506415356,47.83636461,65.5015128,334,646,370,276,94.64285714,65.86826347
TF_States_DC,District of Columbia,DC,2015,Annual,MSO in,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],41,360,[R],[R],66.66666667,7.317073171
TF_States_DE,Delaware,DE,2015,Annual,MSO in,16,1000,n-out-of-n,62.09812104,50.79327356,82.70079733,48.28072103,35.10042037,62.92632688,61.04033056,59.61268752,62.45546894,48.13124189,30.04284953,7.510712383,33.41024562,62.85223816,18291,46466,28363,18103,62.5,0.169482259
TF_States_FL,Florida,FL,2015,Annual,MSO in,93,1000,n-out-of-n,53.13657417,30.5058137,60.36550847,36.40935261,30.77241517,42.39816235,55.2983052,52.17151856,58.39739193,36.35429163,29.15918174,3.023666292,30.42790569,42.28067756,27513,61246,33868,27378,86.02150538,7.956238869
TF_States_GA,Georgia,GA,2015,Annual,MSO in,74,1000,n-out-of-n,36.62324255,28.58583878,53.23538537,49.31415864,42.27359821,56.77316967,34.91473915,30.4077432,39.60929653,49.32969437,33.66354711,3.913307863,41.65961095,56.99977778,4347,5923,2068,3855,86.48648649,27.42121003
TF_States_ID,Idaho,ID,2015,Annual,MSO in,48,1000,n-out-of-n,27.98920127,15.69048014,40.74893572,38.17851515,29.95642742,47.08316289,27.65185569,22.98627547,32.66680288,37.9891304,30.13288711,4.349307621,29.46448746,46.51377334,62999,94547,26144,68403,70.83333333,0.214289116
TF_States_IL,Illinois,IL,2015,Annual,MSO in,102,1000,n-out-of-n,61.48143837,52.55962,67.7321856,60.01722346,53.34386612,66.52955821,62.41457859,57.32407419,67.32830116,60.10470064,35.12765821,3.478156447,53.28751401,66.92188728,747,1317,822,495,97.05882353,56.89424364
TF_States_IN,Indiana,IN,2015,Annual,MSO in,92,1000,n-out-of-n,48.57126535,42.27118195,55.01439807,45.60754562,39.3750943,51.91244751,48.52752881,43.22924575,53.84800622,45.51086986,31.17160217,3.249864181,39.14113607,51.88060366,345,781,379,402,96.73913043,96.8115942
